# Chunk-averaged data for fix bins and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
21000 20 32020
  1 0.025 1589.52 349.726
  2 0.075 1578.11 343.292
  3 0.125 1585.13 329.917
  4 0.175 1597.93 320.944
  5 0.225 1585.81 313.447
  6 0.275 1582.52 295.622
  7 0.325 1634.45 285.232
  8 0.375 1619.34 272.733
  9 0.425 1625.38 268.428
  10 0.475 1613 255.385
  11 0.525 1633.83 249.593
  12 0.575 1665.5 252.875
  13 0.625 1558.44 261.195
  14 0.675 1623.16 272.989
  15 0.725 1641.4 279.017
  16 0.775 1559.81 291.335
  17 0.825 1623.78 308.359
  18 0.875 1577.39 319.477
  19 0.925 1580.27 334.458
  20 0.975 1545.23 345.184
61000 20 32019.999999999996
  1 0.025 1601.43 352.584
  2 0.075 1573.33 346.197
  3 0.125 1600.17 326.778
  4 0.175 1583.56 319.3
  5 0.225 1592.36 311.586
  6 0.275 1577.27 296.794
  7 0.325 1641.19 287.802
  8 0.375 1611.97 274.594
  9 0.425 1624.24 262.7
  10 0.475 1612.35 253.955
  11 0.525 1622.71 249.919
  12 0.575 1669.96 253.492
  13 0.625 1562.15 264.937
  14 0.675 1618.71 274.298
  15 0.725 1633.33 277.846
  16 0.775 1562.01 290.646
  17 0.825 1612.61 305.336
  18 0.875 1585.43 320.71
  19 0.925 1593.42 333.6
  20 0.975 1541.8 347.191
62000 20 32020.000000000004
  1 0.025 1596.06 347.47
